id,sentimen,tweet
1926,0,2 hari yg lalu ane pernah dapet ginian deket cm 28km argo 8rb dibayar 12rb mau cancel kasian udah nunggu lama katanya gada yg mau lah iya gada yg mau driver nya kalo kyk gini cs nya
1927,1,apa cuma gua doang yg ngakak nonton saat tanya sma ali mochtar ngabalin hahaasimpulkan sendiri wkwkk bang karni paling bisa ilcbpip
1928,0,rtjadi gimana kamu tetap memilih bertahan meskipun sudah tahu kalau dia sedang menjalin hubungan dg yg lain mau ngatain bodoh tapi takut dosa 2
1929,1,kau tak terganti kau yang selalu kunanti takkan ku lepas lagi pegang tanganku bersama jatuh cinta kali kedua pada yang sama sama indahnya
1930,1,polisi lalu lintas yang kerja nya benar enak deh ngeliatnya
1931,1,alhamdulilah kabar bahagia datang juga
1932,1,sayangnya aku ke mereka kayak cintanya yang bikin kecap bango ke malika sayangku bukan sayang abal2nya user fromyg dan antekantek sayangku sampe aku jadi kaum misqueen
1933,1,jd ceritanya adekku pinjem buku paket ke mantan kk kelas yg udh lulus nah gak sengaja nemuin kertas nyelip disalah satu halaman pas adekku baca bilang eh mb surat cinta trs ku baca dgn bersuara
1934,0,innalilahi wainnailaihi rajiun semoga seluruh amal ibadah beliau diterimah dan diridloi allah swt semoga penjeblos ustadz abb diberi hidayah oleh allah swt atau mendapatkan seluruh ganjaran yg setimpal
1935,0,kaum kampret tetep mikirnya kebalik seperti kampret dipohon mana wtp buat 2018 yg wtp 2017 goblog kok ditunjukin
1936,0,sudah bukan anak kecil tapi kenapa masih ngompol iyeuh sekali
1937,0,jelekan juga gigi kamu bal haha jelek amat sifat kamu eys kya binatang haha
1938,0,waktu terasa lamban berjalan di teriknya siang perut yang menahan walau diizinkan makan gini banget ya nggak puasa serasa lebih dari puasa sahur enggak temen kantor puasa semua
1939,0,aduh lelah saya sama kamu
1940,0,woah buat urusan difitnah dimusuhin dibikin gamau sekolah gara2 gaada yg mau temenan trauma setiap minggu malam karena besok paginya sekolah dibikin malu didepan banyak orang aku sudah melewati itu semua
1941,0,pusing qlo gini pilih yang mana qlo gini at pt airmas asri â
1942,0,pengin gue bilang heii lo tuh lagi nyaplok duit yang seharusnya jadi hak orang yang lebih ga mampu dari lo atau pengin gue ingetin kalau dengan iuran bpjs yang cuma sekian dia sendiri juga bisa dapat pelayanan karena dibantuin iuran pesertapeserta lain mbok tahu diri
1943,0,hah yg kemarin dipermasalahkan di kasus gitasav kan bukan bagian sexual harrasment gitasav ke tristan itu sih udah bener yg dipermasalahkan kan cara dia merespon helmi those are two different cases kayaknya banyak ya yg salah paham kmrn yg kontra sm gitasav di case mana
1944,0,sering tuh gua digituin pas kalo baru ketemu apsara lagi kok perawatannya makin banyak makin gendut aja sih wah senyum aja iya2in aja dalem hati bacot lu anjing
1945,0,giliran ke lantai produksi mastiin dan nanyain langsung apa yang mereka tulis malah digangguindimintain foto yaampunn mas mas pusing akutu pengen cepet kelar terus balik jogja malah gini mmbbzz
1946,1,alhamdulillah ala kulli haal jazakumullah ntk pak arief dan pak basyit atas bimbingan arahan coretan revisi omelan dsb selama 1 semester ini sehat selalu ya pak tetaplah menginspirasi latepost
1947,0,otak kalo sudah bego mau apapun posisinyaapapun gelarnya tetap saja bego hrsnya otak diisi ilmu pengetahuan bukan diisi maaftai
1948,1,saya mengadakan pertemuan sangat baik dengan presiden dan dengan happy hati menemaninya dalam kunjungan blukusan dadakan di masyarakat tulis lagarde dalam status twitternya jokowi2periode
1949,1,pembayaran upah pkt ds madurejo pasirian lumajang masy tersenyum bahagia padatkaryatunai tppijatim tppilumajang
1950,0,xl parah banget no service mele_ sma pelita tiga rawamangun httptcomkn93jq1xh
1951,1,bahagia itu sederhana lihat paoah akrab sekali telfon2an sama bapak mertua â w at vinas crib â
1952,1,donor darah rutin tiap tiga bulan sekali bukan cuma berguna buat kita juga lho tapi berguna sekali buat orang yang sedang membutuhkan
1953,1,malam malam masih makan juga efek perut kunyel kunyel kepengen diisi ya kayak gini dinikmati wae yo anakperantauan anakkost maklumlahyo
1954,0,telkomsel bikin tekor httptcowyfgpltwb6
1955,1,selamat tanggal 26 mas makasih jugaa sabar terus sabar teruuss sama akunya jangan capek capek sama aku selalu ingetin aku hal hal baik ya aku juga sayang kamuu
1956,1,hi hi biar tambah kece join quiznya w yuk gift bowler hat tidakjoin tidakgaul
1957,0,gak usah di jelasin bang biarin aje dia yg cari berita sendiri padahal udah di jelasin gimane kronologis nye sama orang bantul nye sendiri emang aje otak nye yg pade lola
1958,1,dia hargai aku sbg bakal masa depan dia aku sayang dia dunia akhirat
1959,0,microsoft microsoft windows 8 gagal windows 9 juga gagal kita tunggu kecanggihan windows 10
1960,0,sebab mundur adalah sebuah penghianatan dibelakang pagar tribun kami terus bersuara untuk bangkitkan semangat pemain dilapangan ini suara kami
1961,0,ih kamu juga kaya anak2anya gadun
1962,0,nungu jam kuliah yang masih lama _ kfc plaza pondok indah
1963,1,semangat untuk menjalankan perjuangan kita ini perorangan tapi kita bersama ya
1964,1,cinta yang sebenarnya cinta adalah ketika sayyidina ali karromallahu wajhah tidur menggantikan rasulullah
1965,0,kaga kemaren2 saja _ payah tuh bocah
1966,0,selamat jalan adik kami semua yang hidup pasti akan meninggal dan kembali kepada allah inna lillahi wa inna ilahirojiun
1967,1,and u to baby avanya cantik ms
1968,0,hati yg sakit dan merasa tersakiti oleh perbuatan oranglain sesungguhnya sedang tersakiti oleh diri sendiri hanya karena besar marahnya besar egonya maka besar kecendrungan untuk menyalahkan orang lain
1969,0,tidakenak sangat badanya ingin pulang tapi kerjan masih banyak ya
1970,0,seramah sebaik apapun ini orang entah kenapa gakbisa yang namanya tidakjutek sekali tidaksuka ya tetap gaksuka maaf gakbisa munafik
1971,0,tunjukin barbuk dong kalau asn itu bermasalah sehingga harus diganti sodorin klipingan koran udah pantes disebut gubernur magang
1972,0,hanya modal walikota solobgmn mungkin bs menaklukkan belantara jkrtadan disusul bs menaklukkan nusantaradia sendiriantanpa dukungan taipandan media sosialmustahilkonsekwensidikomando taipan
1973,0,membicarakan saya mafdehrt agak susah punya teman artis mah tl mandek sama twitnya
1974,1,ketika naek gojek dan mas gojeknya gabisa ngomong dengan pendengarannya terganggu tapi mereka masih tetap berusaha kerja keras meski memiliki kekurangan pantaskah kita selalu mengeluh bersyukur lah dengan apa yg diberikan tuhan kepada kita
1975,0,tadi gue lewat jalan yang aga rame orang jualan gua liat yg dagang baju dan baju itu tulisannya gantipresiden2019 gila mesti ga sih sampe kaya gitunya kadang gua bingung ya ama orang indonesia ga pernah rasa bersyukurnya
1976,0,tersenyum saja walau terpaksa saat kau di khianati sahabat atas janji dan sumpah setianya karena kau sdg di perlihatkan betapa bangsatnya dia dan dijauhkannya hatimu dari memberi rasa sayang padanya
1977,1,malam ini ceritanya masih berbagi cerita dengan kawan lama semasa smabanyak sekali hal yang dibahas mulai absurb serius sampe percintaan serasa masih sma padahal udah pada kerja tapi katanya umur boleh tua jiwa jangannjay
1978,0,agak lelah nih
1979,1,dalam hati aku menanti kuserahkan hati sebagai tanda ketulusan cinta
1980,0,aku dong pernah ditolak sama cargloss nutrifood propan bi forisa berlico cantik jelita ini yg paling sakit krn cuman masalah shift yg belom tentu aku tabah kok tuhan
1981,0,ciee yang uda sering dapat dm begituan ciee makanya bisa bilang gitu ke mba via vallen ciee iri karena gadapat dm dari pemain bola buat dilecehin
1982,0,temen yg udh lma ngga ketemu terus pada main ke kedai pd bilang lau gemukan bray ya gue si ngerasanya gitu ngilangin bosen pas lagi sepi biasanya si gg ngemil tapi minum manis sama aje yak tp pertanyaan itu ujungnya suka gg enak makmur ni traktir lah martabak suek
1983,0,engap bingung mau duduk dimana juga penuh at stasiun sudirman â
1984,0,kapook ga bakal gw mau ketemu kumpul smsepupu bangsaat anjrit penipu korup aja belagu sirik dengki anjiing lo ga lama lg mampus lo liat aja rmh cicil hasil nipu sampe kapan liatin aja hahaha god never sleep
1985,0,kamu saja liar kalah babs juga sama kamu eh kabur haha kapan lagi cewek bisa liar haha
1986,0,berat badanku 77kg aku minder aku takut di bully aku takut mereka yg bilang cantik itu langsing bukan c a n t i k aku juga takut dibilang gapura kecamatan janganbullyaku
1987,0,sialan mau nya kamu mening naekin naik kereta malam saja ya sama si biar tahu rasa y
1988,1,gila kemaren man of steel nya bgs bet
1989,0,nyes sudah kawin saja kawin empat mau radikal takut jadi teroris mau liberal takut darahnya halal gimana ya
1990,1,cinta yang sesaat akan berkata aku mencintaimu karena aku membutuhkanmu tetapi makna sejatinya akan berkata aku membutuhkanmu karena aku mencintaimu
1991,1,dari zaman sd juga temenku cowok nih salah satunya yang dulu suka main sampe desa sebalah yang nyebarang kali wkk dan entah suka bikin prakarya padahal berantakin rumah dan sampe jualan lotre yak dulu wkk pen ngaqaq kalau inget ini
1992,1,oke saya bngkus cacing dulu ya heheh makasih aip kado nya mana p aip selamat tambah umur cumi wis
1993,0,ndak usah jauh jauh mikir besok pemimpinmu siapa mikir nanti sahur makan apa aja dulu kalo masih berharap dapet takjil saur on the road fix nggak usah sok koar koar deh gonta ganti pemimpin xixixi
1994,1,sekarang begitu liat tementemen pada lulus malah nangis terharu seneng aja liat orangorang bisa lewatin fase tersulit hidup lengkap pake rintangan dengan cara yang uniq bgt maaf yah buat temen2 yg dulu pas sidang ditangisin trus bilangnya gue sedih karena ditinggal klean
1995,0,bikin surat kehilangan kan cuma sehari habis itu dateng ke dukcapil minta lagi dibuatin suket nya usaha dulu dong masak belum apa2 udah bilang 2 bulan ngurusnya ga selama itu kok kalo bener2 niat hehe
1996,1,happy mansive daddy wah udah 1 bulan aja aku beruntung banget dapetin daddy dan makasih atas selama 1 bulan yang udah kita jalani daddy udah buat aku selalu senyum aku sayaangg banget sama daddy ga ngerti lagi sayang nya gimana intinya i love you
1997,0,tapi jangan lali sama aku loh 3 oh lali aku cit dari dulu kaya begitu cup _ oh sudah di
1998,0,saya lelah
1999,0,namanya hijrah itu orang baik berpindah menuju ke ketempat yg lebih baik kalo rizieq orang yg berbuat sangat buruk melarikan diri bukan hijrah ke negara orang lain
2000,1,ndk apa2 miss semangat bawa mereka untuk konser selanjutnya ya dan terima kasih prjuangannya tahun ini semangat miss kita semua menunggu
2001,1,akhirnya foto portrait wajahku barusan aja pas motretmotret di tugu ketemu ama bang ekoprayogo ahai tugu yogyakarta indonesia
2002,1,tepuk tangan ye yes sekarang hp nya ramai gara2 syifa_sn
2003,0,mulai berubah lagi menjadi tidakbaik
2004,1,selamat malam sayang jangan lupa ingatan lupakan mantan saja gimana jangan lupa nafas sambil sebut namaku juga boleh jangan lupa minum air putih karena merasa sesekali jg menguras tenaga yang selamat malam
2005,0,kamera hp hue cacat nih tidakbagus
2006,0,info nih buat pengendara ï½dari arah pondok gede menuju taman mini padat merayap apalagi di pinang rantiy madet
2007,1,kebahagiaan itu segalanya ya ga sih jd ketika ngajak org2 ngumpul mungkin org2 yg menolak lebih bahagia ga ikud ngumpulgitu aja sih hehe
2008,0,bayangin ya klo kita ga suka ama seseorang masa harus di paksa suka sih duh saya mah ga bisa kaya gtu ga bisa drama ga demen ya gak biarpun bnyak duit mah klo ga suka mah ga suka aja iya gak sih
2009,0,banjir lagemacet parah di sparman tiap banjir gua nge tweetkapan gak banjircpd jokowi dki
2010,1,catet lokasinya ya moms lapangan kostrad jalan sultan iskandar muda jaksel yang dekat lokasi yuk mari merapat se you there
2011,0,kang mern teh kampret jelek padahal alusnya hehehe
2012,0,nah itu dia ah kesal sesering apapun kamu menyakitiku aku tidakakan pernah bisa marah padamu
2013,1,ya allah aku ketularan orang2 sini genre musik a kek giniehh tp lucu jg sih lagunya terutama dibagian emang lagi manjahh lagi pingin di manjahh
2014,1,keren banget filmnya coboy junior the movie asli keren abis coboyjr iqbaale bastiansteel teukurizky99 alvaromaldini1
2015,0,keledai itu dibilang bodoh karena bisa jato ke lobang yg sama ternyata juga yang lebih parah dari keledai bikin emosi aja ngebayangin besok
2016,1,gilaa pake indosat kenceng bgt internetannya ð at madyas room kostaann â httptco9lcgq90beb
2017,0,jahat ya jahat sekali kamu
2018,1,selamat pagi blora
2019,0,dan saya cuma bisa nangis ngeliat keadan yang kaya gini ï½_ï½â
2020,1,yha bener bih kata ko ernest aku tiap bulan nabung min banget harus 1jt buat kulyah cyn berat sih awalnya tp lama2 terbiasa oh ya sama gaya hidup juga ngaruh nih untungnya aku gak suka nongki2 haha
2021,1,karena aku merasa tidak ditanggapi dengan akun terkait maka aku putuskan untuk report feed tersebut ke pihak instagram well hari itu juga feed yang aku report dihapus pihak ig im happy because instagram concern about copyright issue
2022,0,cewek memang saya lesbong haha masa ya cowok perek curhat nih makanya kalau cari cewek jangan kaya cari gore
2023,0,harus bisa memanage waktu lebih baik lagi nih hrus bner2 memfilter mana yg jdi prioritas kan kalo management waktu nya oke hidup bisa jadilebihbaik
2024,0,sejujurnya masih sesedih itu gak bisa nurutin ambisi yang selama ini dipengenin tapi emang harus belajar ikhlas ridho benarbenar menyerahkan semuanya ke tuhan kudu legowo
2025,1,gatau kenapa suka banget baca berita tentang jokowiahok kagum
2026,1,ehm enak sangat deh
2027,0,masa dimana cewek berada diposisi gak ngenakin mau pergi tapi masih sayang mau bertahan tapi sakit hati dan itu pasti gak enak
2028,1,selamat sore lavarâ¹
2029,1,aku tidur dulu ya kakak yang paling baik hati dan tidaksombong
2030,1,terimakasih berkenan hadir buka bersama merdunya lantunan suara azhan terdengar dari arah mushola kuucap sapa untuk semua selamat berbuka puasa temantemanbukber
2031,0,sepi sebal males kesal sesak sama twiterhuahaha
2032,0,ini banyak yang bilang milih sopir mobil harus yang bener karena bisa membawamu masuk jurang lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya sim a dan jam terbang tinggi
2033,1,yang mencintaimu sebisaku entah itu sebisa aku menjagamu dengan cara yang seperti apa atau sebisa aku menjagamu dengan cara yang bagaimana
2034,1,semangat friday âº
2035,0,makasih deh get well soon kaocha ngantuk capai pegel mual pusing muak pft
2036,1,cinta ibu merupakan cinta yang paling suci cinta rasul merupakan cinta yang paling mulia cint tuhan merupakan cinta yang paling agung
2037,1,jaya terus polres bogor kota serta indah selalu kota bogor nan rapi
2038,1,besok libur win besok benar fre sangat d
2039,1,selamat pagi wahai kalian yang luar biasa selamat beraktivitas m
2040,0,pak jokowi ngaret
2041,0,memang jauh siapa bilang ngesot sampai ngi _
2042,1,selamat makan î¾î½ï½ ï½ ï½ with at ichiban sushi lipo karawaci pic â
2043,0,nah trs ai bakil pan pesen gojek ebuset no signal sekalinya dpt driver nih marah2 ora jelas udh kakek2 emang tp ya annoying aja beliau itu ingin berkata kasar tp diriku lg penuh dosa jd ku tahan
2044,1,hidup ini adalah petualangan ali semua orang memiliki petualangannya masingmasing maka jadilah seorang petualang yang melakukan hal terbaik ayah ali matahari
2045,0,dunia ini memang keras kalau menghadapinya dengan lembek ya tidakusah hidup
2046,1,sebentar lagi ketemu krucilkrucil ponakan yang gemesin banget suka nya minta main berantemberanteman seru sih meskipun ya resiko pada pegelpegel nantinya sedikitsedikit sambil ngajarin berhitung agar jadilebihbaik lagi nanti pas masuk sekolah
2047,0,mbuhh ya yang terdekat kena kdrt dibilang urusan keluarga ndak mau bantu perempuan speak up karena sexual harrasment dikatain pusink w
2048,0,dul era jokowi jauh lebih baik dari pada rezim sby 10 th menteri korup semua gak percaya adakan pembuktian terbalik sby juga korupsi
2049,1,bukan artis kali elu mah manusia langka yang terkenal lebih tepat nya
2050,1,selamat siang tingal 24jam lagi kita ketemu
